Number One,Number Two,Their GCD,Time Spent (Nanoseconds)
559,457,1,400
821,310,1,300
69,358,1,300
118,866,2,200
208,312,104,200
166,454,2,300
641,206,1,200
210,314,2,400
3,430,1,200
637,245,49,700
113,740,1,600
709,26,1,200
803,238,1,200
873,652,1,400
205,747,1,300
285,564,3,900
425,225,25,700
802,928,2,400
471,974,1,700
375,678,3,300
609,137,1,400
133,322,7,400
356,754,2,300
209,516,1,200
148,47,1,200
931,565,1,200
718,273,1,700
23,11,1,300
420,47,1,300
529,460,23,400
917,929,1,200
351,592,1,300
107,271,1,500
66,177,3,200
377,482,1,300
428,991,1,200
685,947,1,200
120,39,3,200
554,844,2,200
839,76,1,300
561,148,1,300
839,849,1,200
777,255,3,200
177,462,3,300
300,868,4,200
834,489,3,300
708,888,12,200
354,222,6,200
414,596,2,300
268,978,2,300
149,531,1,300
453,933,3,300
474,47,1,200
105,566,1,200
620,444,4,300
226,339,113,200
474,300,6,300
154,681,1,300
960,324,12,300
907,57,1,300
290,423,1,300
820,444,4,300
730,666,2,200
831,200,1,300
696,32,8,300
337,811,1,500
539,287,7,300
746,39,1,300
331,571,1,300
334,583,1,600
936,433,1,300
619,521,1,500
896,599,1,200
636,668,4,300
637,338,13,300
69,652,1,600
14,31,1,400
951,284,1,300
528,54,6,200
974,443,1,200
155,780,5,400
634,947,1,300
761,64,1,200
491,718,1,300
917,793,1,300
328,561,1,300
513,445,1,300
850,245,5,300
146,813,1,300
316,443,1,200
568,135,1,300
174,512,2,300
640,76,4,200
731,226,1,200
876,220,4,200
327,50,1,300
231,102,3,300
325,610,5,200
657,157,1,300
223,553,1,300
674,743,1,300
39,764,1,200
284,791,1,200
174,544,2,200
89,470,1,300
196,429,1,200
743,5,1,300
783,541,1,300
417,310,1,300
631,813,1,300
409,388,1,300
17,451,1,200
978,328,2,300
546,889,7,400
835,846,1,200
831,537,3,300
352,359,1,200
691,178,1,200
419,999,1,300
897,553,1,300
668,466,2,300
778,771,1,200
548,147,1,300
112,282,2,200
368,549,1,300
628,542,2,300
988,158,2,300
598,558,2,300
230,689,1,200
403,56,1,200
757,90,1,300
859,533,1,300
554,103,1,300
12,112,4,200
477,813,3,300
745,889,1,200
371,65,1,200
71,940,1,300
62,49,1,200
497,919,1,300
598,210,2,300
666,469,1,300
639,650,1,200
436,620,4,200
595,408,17,400
502,246,2,200
353,835,1,300
435,814,1,300
349,809,1,300
465,137,1,300
179,194,1,200
31,735,1,300
230,291,1,300
51,433,1,300
62,879,1,200
394,582,2,200
986,771,1,200
961,673,1,200
81,664,1,200
788,293,1,200
295,383,1,300
493,548,1,200
942,704,2,300
807,60,3,200
963,140,1,300
483,75,3,200
707,548,1,300
955,452,1,200
590,73,1,200
197,466,1,200
483,717,3,300
611,501,1,200
492,81,3,200
697,259,1,300
194,217,1,200
566,640,2,200
564,805,1,300
686,841,1,200
845,73,1,200
110,822,2,300
92,592,4,300
2,542,2,200
943,268,1,300
69,807,3,200
106,633,1,200
727,582,1,200
421,699,1,200
75,548,1,300
388,284,4,300
329,354,1,200
555,307,1,200
961,134,1,300
713,930,31,200
434,798,14,300
236,998,2,300
66,60,6,200
278,260,2,300
230,179,1,200
623,426,1,300
812,977,1,300
746,564,2,200
359,814,1,200
436,105,1,200
835,540,5,200
491,661,1,200
282,575,1,300
899,383,1,300
127,886,1,200
831,150,3,200
592,347,1,300
758,519,1,300
49,679,7,200
379,74,1,300
343,882,49,300
249,79,1,200
209,10,1,300
487,523,1,300
318,753,3,300
17,431,1,300
59,164,1,300
624,786,6,300
484,633,1,200
659,574,1,200
494,649,1,300
853,153,1,200
218,207,1,200
744,589,31,300
788,919,1,300
258,257,1,400
252,106,2,200
951,729,3,200
172,129,43,200
152,228,76,200
260,480,20,300
43,389,1,200
267,749,1,200
995,837,1,300
831,193,1,300
961,990,1,300
455,583,1,300
491,763,1,400
870,586,2,300
924,446,2,300
362,428,2,200
628,170,2,300
838,28,2,200
553,98,7,300
733,895,1,400
877,305,1,300
417,98,1,200
859,676,1,300
635,799,1,300
589,52,1,200
491,247,1,200
559,497,1,200
682,487,1,200
233,796,1,200
381,21,3,200
721,475,1,200
973,797,1,300
743,3,1,200
557,383,1,200
805,120,5,300
44,115,1,300
575,905,5,200
452,272,4,200
503,434,1,200
922,689,1,200
397,809,1,300
367,506,1,300
205,333,1,200
270,569,1,300
952,276,4,200
551,1000,1,300
255,813,3,200
475,722,19,200
173,245,1,300
529,932,1,200
389,181,1,600
609,166,1,300
469,11,1,200
535,922,1,300
641,256,1,400
241,436,1,300
27,779,1,300
332,242,2,200
273,28,7,300
669,678,3,200
991,451,1,300
916,106,2,200
807,274,1,300
773,308,1,200
262,520,2,300
378,458,2,200
913,880,11,300
51,367,1,200
863,745,1,300
336,455,7,300
169,951,1,200
128,999,1,300
863,466,1,200
299,752,1,200
837,789,3,200
677,70,1,800
310,474,2,400
283,644,1,400
584,428,4,200
963,67,1,200
433,748,1,400
999,234,9,300
911,801,1,300
115,143,1,200
302,522,2,500
264,839,1,300
373,309,1,400
167,211,1,500
370,510,10,300
378,356,2,400
664,272,8,600
983,640,1,300
878,327,1,500
894,709,1,500
490,985,5,200
189,918,27,200
654,450,6,400
258,860,86,200
385,207,1,300
433,94,1,400
713,358,1,300
231,836,11,500
7,36,1,200
366,776,2,300
19,310,1,200
185,862,1,400
451,117,1,300
627,693,33,200
510,291,3,400
563,190,1,300
590,947,1,300
787,885,1,200
437,744,1,200
289,423,1,500
190,348,2,200
221,995,1,300
32,333,1,200
116,923,1,200
983,355,1,500
85,341,1,200
131,404,1,200
842,636,2,200
285,411,3,300
769,173,1,200
31,783,1,200
771,463,1,300
643,224,1,200
372,938,2,300
911,816,1,300
661,267,1,200
951,383,1,300
815,727,1,300
507,895,1,300
305,375,5,300
371,401,1,300
267,426,3,300
801,160,1,200
435,305,5,200
718,692,2,200
456,431,1,300
111,746,1,400
806,463,1,300
105,714,21,200
753,683,1,300
675,448,1,200
750,66,6,400
147,760,1,300
206,577,1,500
699,556,1,200
684,789,3,400
477,296,1,400
281,960,1,300
205,776,1,300
557,283,1,400
998,248,2,200
89,691,1,300
200,27,1,300
155,383,1,200
289,992,1,500
322,600,2,200
409,258,1,300
899,977,1,300
490,71,1,200
203,242,1,400
711,428,1,300
110,952,2,300
996,607,1,400
311,511,1,200
63,285,3,200
304,242,2,400
998,45,1,300
653,354,1,500
825,4,1,400
44,670,2,300
41,386,1,500
591,346,1,300
641,693,1,300
422,187,1,300
84,660,12,200
270,57,3,300
728,455,91,200
479,742,1,300
785,654,1,300
429,54,3,200
640,551,1,300
276,648,12,200
589,268,1,200
554,228,2,200
291,420,3,300
967,565,1,300
300,904,4,200
192,985,1,200
908,801,1,200
901,670,1,300
730,552,2,200
223,535,1,200
940,182,2,200
350,527,1,300
931,669,1,300
826,206,2,200
511,38,1,200
505,450,5,300
500,549,1,200
784,224,112,300
981,850,1,300
389,331,1,200
231,538,1,300
108,684,36,200
58,693,1,300
657,890,1,300
155,521,1,300
230,524,2,200
389,679,1,200
93,933,3,200
682,100,2,200
816,990,6,200
565,43,1,500
62,931,1,400
689,272,1,200
225,431,1,400
55,936,1,700
46,257,1,400
164,960,4,300
213,787,1,300
249,83,83,200
514,872,2,300
783,24,3,200
346,351,1,200
659,923,1,300
42,909,3,200
446,379,1,300
61,71,1,200
232,156,4,200
524,320,4,300
278,734,2,300
339,344,1,200
754,685,1,400
642,422,2,300
354,826,118,200
265,815,5,200
723,282,3,300
727,128,1,300
431,966,1,200
749,912,1,300
876,955,1,300
38,897,1,200
328,154,2,200
114,753,3,300
258,643,1,300
667,180,1,300
315,213,3,200
247,868,1,200
860,169,1,300
616,859,1,300
753,776,1,200
73,624,1,300
959,130,1,200
898,497,1,200
378,1,1,200
965,816,1,300
482,645,1,300
889,361,1,300
591,985,197,300
879,283,1,300
931,526,1,200
307,93,1,200
542,207,1,400
885,242,1,200
472,292,4,600
681,232,1,200
474,595,1,300
868,14,14,200
54,139,1,200
521,308,1,200
64,467,1,300
643,543,1,300
461,931,1,300
907,789,1,700
732,953,1,300
611,477,1,300
617,431,1,300
692,131,1,300
865,658,1,200
381,419,1,300
227,326,1,300
518,620,2,300
324,353,1,200
236,424,4,200
878,581,1,200
133,376,1,300
626,914,2,200
318,980,2,200
875,116,1,300
675,460,5,200
637,48,1,300
992,633,1,300
694,348,2,200
109,927,1,200
884,496,4,200
911,991,1,400
79,608,1,400
309,200,1,300
40,267,1,200
879,934,1,300
617,865,1,200
6,614,2,200
359,112,1,300
880,120,40,300
566,335,1,300
211,142,1,200
588,783,3,200
748,148,4,200
153,567,9,200
584,601,1,300
357,328,1,300
306,653,1,300
291,536,1,200
438,635,1,300
516,306,6,300
622,33,1,300
999,461,1,200
916,421,1,300
23,44,1,200
799,667,1,300
454,558,2,300
337,396,1,300
633,815,1,200
32,65,1,300
763,743,1,300
875,64,1,200
742,977,1,300
752,814,2,200
903,879,3,300
867,150,3,300
114,884,2,200
641,849,1,200
599,674,1,200
606,686,2,300
3,141,3,200
972,196,4,300
233,816,1,200
310,342,2,200
674,550,2,200
812,366,2,300
67,364,1,200
479,21,1,300
190,21,1,200
783,217,1,300
804,238,2,200
986,688,2,200
586,867,1,200
232,917,1,200
465,409,1,300
557,393,1,300
914,821,1,200
879,923,1,200
681,277,1,300
425,51,17,300
313,846,1,300
712,139,1,200
689,214,1,200
627,431,1,200
478,179,1,200
360,319,1,300
657,43,1,200
924,754,2,200
378,637,7,300
579,413,1,200
29,632,1,300
290,13,1,200
532,179,1,200
888,241,1,300
117,869,1,200
180,692,4,300
614,774,2,300
475,881,1,300
334,981,1,200
825,511,1,200
613,459,1,300
490,911,1,200
670,791,1,300
849,876,3,200
636,188,4,300
217,155,31,200
500,449,1,200
522,507,3,200
562,527,1,200
951,878,1,300
174,960,6,200
109,384,1,300
799,621,1,200
662,264,2,300
712,113,1,200
775,268,1,200
763,245,7,300
839,730,1,300
132,115,1,200
361,837,1,200
895,335,5,300
35,901,1,300
629,722,1,300
712,930,2,300
634,929,1,300
907,41,1,200
26,142,2,200
950,576,2,300
486,125,1,200
257,831,1,200
617,730,1,200
222,735,3,200
25,441,1,200
421,384,1,200
